Provider Number,Hospital Name,Address 1,Address 2,Address 3,City,State,ZIP Code,County Name,Phone Number,Hospital 30-Day Death (Mortality) Rates from Heart Attack,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Hospital 30-Day Death (Mortality) Rates from Heart Failure,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Hospital 30-Day Death (Mortality) Rates from Pneumonia,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Footnote - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Hospital 30-Day Readmission Rates from Heart Attack,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Attack,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack,Number of Patients - Hospital 30-Day Readmission Rates from Heart Attack,Footnote - Hospital 30-Day Readmission Rates from Heart Attack,Hospital 30-Day Readmission Rates from Heart Failure,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Failure,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure,Number of Patients - Hospital 30-Day Readmission Rates from Heart Failure,Footnote - Hospital 30-Day Readmission Rates from Heart Failure,Hospital 30-Day Readmission Rates from Pneumonia,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Pneumonia,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia,Number of Patients - Hospital 30-Day Readmission Rates from Pneumonia,Footnote - Hospital 30-Day Readmission Rates from Pneumonia
10062,WIREGRASS MEDICAL CENTER,1200 W MAPLE AVENUE,,,GENEVA,AL,36340.00,GENEVA,3346843655.00,Not Available,Number of Cases Too Small,Not Available,Not Available,22.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,10.60,No Different than U.S. National Rate,7.80,14.20,101.00,,12.30,No Different than U.S. National Rate,9.40,16.10,211.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,13.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,22.80,No Different than U.S. National Rate,18.60,27.40,113.00,,18.90,No Different than U.S. National Rate,15.50,22.60,235.00,
10065,RUSSELL HOSPITAL,3316 HIGHWAY 280,,,ALEXANDER CITY,AL,35010.00,TALLAPOOSA,2563297100.00,17.10,No Different than U.S. National Rate,13.20,21.50,81.00,,11.60,No Different than U.S. National Rate,9.00,15.20,159.00,,14.90,No Different than U.S. National Rate,11.60,18.80,183.00,,20.40,No Different than U.S. National Rate,16.30,25.20,74.00,,22.90,No Different than U.S. National Rate,19.20,27.10,208.00,,16.90,No Different than U.S. National Rate,13.80,20.70,207.00,
10066,FLORALA MEMORIAL HOSPITAL,24273 FIFTH AVENUE,,,FLORALA,AL,36442.00,COVINGTON,3348583287.00,Not Available,Number of Cases Too Small,Not Available,Not Available,1.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,10.40,No Different than U.S. National Rate,7.20,14.60,55.00,,12.10,No Different than U.S. National Rate,8.60,17.00,111.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,1.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,26.30,No Different than U.S. National Rate,21.40,31.30,91.00,,17.70,No Different than U.S. National Rate,13.90,22.10,114.00,
10069,MEDICAL CENTER BARBOUR,820 W WASHINGTON ST,,,EUFAULA,AL,36027.00,BARBOUR,3346887271.00,Not Available,Number of Cases Too Small,Not Available,Not Available,10.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,13.50,No Different than U.S. National Rate,9.90,18.10,100.00,,15.00,No Different than U.S. National Rate,11.20,19.90,125.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,3.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,22.20,No Different than U.S. National Rate,18.20,27.10,121.00,,18.40,No Different than U.S. National Rate,14.60,22.80,125.00,
10073,CLAY COUNTY HOSPITAL,83825 HIGHWAY 9    P O BOX 1270,,,ASHLAND,AL,36251.00,CLAY,2563542131.00,16.70,No Different than U.S. National Rate,12.90,20.70,27.00,,12.60,No Different than U.S. National Rate,9.40,16.80,92.00,,11.80,No Different than U.S. National Rate,8.50,15.80,125.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,23.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,25.80,No Different than U.S. National Rate,21.20,30.90,103.00,,17.90,No Different than U.S. National Rate,14.20,22.10,125.00,
10078,NORTHEAST ALABAMA REGIONAL MED CENTER,400 EAST 10TH STREET,,,ANNISTON,AL,36207.00,CALHOUN,2562355121.00,15.60,No Different than U.S. National Rate,13.20,18.40,448.00,,11.20,No Different than U.S. National Rate,9.30,13.50,609.00,,13.20,No Different than U.S. National Rate,10.60,16.20,351.00,,19.40,No Different than U.S. National Rate,16.90,22.30,465.00,,24.90,No Different than U.S. National Rate,22.40,27.50,712.00,,19.80,No Different than U.S. National Rate,16.90,23.10,368.00,
10079,ATHENS-LIMESTONE HOSPITAL,700 WEST MARKET STREET,,,ATHENS,AL,35611.00,LIMESTONE,2562339292.00,15.00,No Different than U.S. National Rate,11.50,19.10,44.00,,11.70,No Different than U.S. National Rate,9.10,14.90,182.00,,12.10,No Different than U.S. National Rate,9.30,15.70,202.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,22.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,25.00,No Different than U.S. National Rate,21.10,29.20,210.00,,18.30,No Different than U.S. National Rate,15.10,22.00,203.00,
10083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,1613 NORTH MCKENZIE STREET,,,FOLEY,AL,36535.00,BALDWIN,2519493400.00,15.80,No Different than U.S. National Rate,11.90,20.40,66.00,,15.10,Worse than U.S. National Rate,12.00,18.70,282.00,,9.80,No Different than U.S. National Rate,7.30,13.00,199.00,,18.60,No Different than U.S. National Rate,14.80,23.20,41.00,,26.30,No Different than U.S. National Rate,22.60,30.10,344.00,,15.00,No Different than U.S. National Rate,12.10,18.60,218.00,
10085,DECATUR GENERAL HOSPITAL,1201 7TH STREET SE,,,DECATUR,AL,35609.00,MORGAN,2563412000.00,16.80,No Different than U.S. National Rate,13.20,20.90,74.00,,10.90,No Different than U.S. National Rate,8.70,13.50,375.00,,11.90,No Different than U.S. National Rate,9.50,14.80,354.00,,18.50,No Different than U.S. National Rate,14.70,23.00,52.00,,21.00,Better than U.S. National Rate,18.10,24.10,450.00,,20.20,No Different than U.S. National Rate,17.10,23.60,374.00,
10086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,,,WINFIELD,AL,35594.00,MARION,2054877736.00,Not Available,Number of Cases Too Small,Not Available,Not Available,20.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.80,No Different than U.S. National Rate,8.50,16.20,85.00,,13.10,No Different than U.S. National Rate,10.10,16.80,224.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,13.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,27.50,No Different than U.S. National Rate,22.50,32.90,102.00,,19.10,No Different than U.S. National Rate,15.70,23.20,229.00,
10087,UNIV OF SOUTH ALABAMA MEDICAL CENTER,2451 FILLINGIM STREET,,,MOBILE,AL,36617.00,MOBILE,2514717110.00,Not Available,Number of Cases Too Small,Not Available,Not Available,13.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,12.50,No Different than U.S. National Rate,8.60,18.40,27.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,15.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Number of Cases Too Small,Not Available,Not Available,12.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.70,No Different than U.S. National Rate,20.10,30.20,37.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,14.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing
10089,WALKER BAPTIST MEDICAL CENTER,3400 HIGHWAY 78 EAST,,,JASPER,AL,35502.00,WALKER,2053874000.00,17.00,No Different than U.S. National Rate,13.50,20.90,85.00,,10.80,No Different than U.S. National Rate,8.20,14.00,214.00,,11.90,No Different than U.S. National Rate,9.40,14.80,261.00,,18.80,No Different than U.S. National Rate,15.00,23.20,68.00,,22.80,No Different than U.S. National Rate,19.50,26.90,249.00,,16.70,No Different than U.S. National Rate,13.90,20.10,285.00,
10090,PROVIDENCE HOSPITAL,6801 AIRPORT BOULEVARD,,,MOBILE,AL,36608.00,MOBILE,2516331000.00,15.20,No Different than U.S. National Rate,12.10,19.00,191.00,,13.50,No Different than U.S. National Rate,11.10,16.30,478.00,,10.60,No Different than U.S. National Rate,8.50,13.10,451.00,,19.60,No Different than U.S. National Rate,16.00,23.50,200.00,,22.00,No Different than U.S. National Rate,19.30,25.10,568.00,,17.00,No Different than U.S. National Rate,14.40,20.10,465.00,
10091,GROVE HILL MEMORIAL HOSPITAL,295 JACKSON HWY S,,,GROVE HILL,AL,36451.00,CLARKE,2512753191.00,Not Available,Number of Cases Too Small,Not Available,Not Available,3.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,10.40,No Different than U.S. National Rate,7.20,14.60,34.00,,12.10,No Different than U.S. National Rate,8.10,17.30,26.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,1.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.20,No Different than U.S. National Rate,19.50,29.80,49.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,23.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing
10092,D C H REGIONAL MEDICAL CENTER,809 UNIVERSITY BOULEVARD EAST,,,TUSCALOOSA,AL,35401.00,TUSCALOOSA,2057597111.00,15.80,No Different than U.S. National Rate,13.10,19.20,337.00,,11.20,No Different than U.S. National Rate,9.40,13.30,882.00,,11.30,No Different than U.S. National Rate,9.40,13.50,693.00,,20.30,No Different than U.S. National Rate,17.30,23.60,347.00,,25.30,No Different than U.S. National Rate,22.90,27.70,1087.00,,19.60,No Different than U.S. National Rate,17.10,22.20,726.00,
10095,HALE COUNTY HOSPITAL,508 GREEN STREET,,,GREENSBORO,AL,36744.00,HALE,3346243024.00,Not Available,Number of Cases Too Small,Not Available,Not Available,3.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,10.70,No Different than U.S. National Rate,7.50,15.00,45.00,,11.50,No Different than U.S. National Rate,7.90,16.50,36.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,1.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.80,No Different than U.S. National Rate,19.10,29.20,59.00,,18.10,No Different than U.S. National Rate,14.00,23.00,42.00,
10097,ELMORE COMMUNITY HOSPITAL,500 HOSPITAL DRIVE,,,WETUMPKA,AL,36092.00,ELMORE,3345674311.00,Not Available,Number of Cases Too Small,Not Available,Not Available,20.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.30,No Different than U.S. National Rate,7.90,15.90,47.00,,11.20,No Different than U.S. National Rate,7.90,16.00,66.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,15.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,25.00,No Different than U.S. National Rate,20.20,30.30,55.00,,19.80,No Different than U.S. National Rate,15.50,24.60,67.00,
10099,D W MCMILLAN MEMORIAL HOSPITAL,1301 BELLEVILLE AVENUE,,,BREWTON,AL,36426.00,ESCAMBIA,2518678061.00,15.70,No Different than U.S. National Rate,11.90,20.40,27.00,,14.80,No Different than U.S. National Rate,10.90,19.70,104.00,,12.60,No Different than U.S. National Rate,9.20,17.00,153.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,8.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,25.40,No Different than U.S. National Rate,21.00,30.80,108.00,,19.30,No Different than U.S. National Rate,15.50,23.70,153.00,
10100,THOMAS HOSPITAL,750 MORPHY AVENUE,,,FAIRHOPE,AL,36532.00,BALDWIN,2519282375.00,14.70,No Different than U.S. National Rate,11.60,18.60,184.00,,12.80,No Different than U.S. National Rate,10.10,16.00,317.00,,13.10,No Different than U.S. National Rate,10.20,16.80,192.00,,18.20,No Different than U.S. National Rate,14.80,22.10,213.00,,23.40,No Different than U.S. National Rate,20.10,27.10,372.00,,16.40,No Different than U.S. National Rate,13.40,20.40,197.00,
10101,CITIZENS BAPTIST MEDICAL CENTER,604 STONE AVENUE,,,TALLADEGA,AL,35161.00,TALLADEGA,2567614542.00,17.30,No Different than U.S. National Rate,13.40,22.20,33.00,,14.90,No Different than U.S. National Rate,11.30,19.40,113.00,,12.10,No Different than U.S. National Rate,8.80,16.60,96.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,21.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.30,No Different than U.S. National Rate,19.30,28.00,132.00,,18.10,No Different than U.S. National Rate,14.40,22.30,100.00,
10102,J PAUL JONES HOSPITAL,317 MCWILLIAMS AVENUE,,,CAMDEN,AL,36726.00,WILCOX,3346824131.00,Not Available,Number of Cases Too Small,Not Available,Not Available,2.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Number of Cases Too Small,Not Available,Not Available,19.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.40,No Different than U.S. National Rate,7.70,16.50,38.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,2.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Number of Cases Too Small,Not Available,Not Available,23.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,18.50,No Different than U.S. National Rate,14.40,23.80,45.00,
10103,BAPTIST MEDICAL CENTER-PRINCETON,701 PRINCETON AVENUE SOUTHWEST,,,BIRMINGHAM,AL,35211.00,JEFFERSON,2057833800.00,14.90,No Different than U.S. National Rate,12.20,18.10,312.00,,11.40,No Different than U.S. National Rate,9.10,14.20,350.00,,11.60,No Different than U.S. National Rate,9.30,14.50,292.00,,19.20,No Different than U.S. National Rate,16.30,22.30,358.00,,22.20,No Different than U.S. National Rate,19.40,25.60,468.00,,17.50,No Different than U.S. National Rate,14.80,20.70,322.00,
10104,TRINITY MEDICAL CENTER,800 MONTCLAIR RD,,,BIRMINGHAM,AL,35213.00,JEFFERSON,2055921000.00,16.80,No Different than U.S. National Rate,13.90,20.40,320.00,,12.90,No Different than U.S. National Rate,10.30,16.20,356.00,,13.90,No Different than U.S. National Rate,11.00,17.60,246.00,,19.70,No Different than U.S. National Rate,16.80,23.20,355.00,,21.50,No Different than U.S. National Rate,18.50,24.90,436.00,,17.20,No Different than U.S. National Rate,14.30,20.60,264.00,
10108,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,,,PRATTVILLE,AL,36067.00,AUTAUGA,3343614267.00,14.60,No Different than U.S. National Rate,10.90,19.30,28.00,,14.80,No Different than U.S. National Rate,11.30,19.40,108.00,,14.20,No Different than U.S. National Rate,10.90,18.30,211.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,14.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,27.00,No Different than U.S. National Rate,22.50,31.90,127.00,,20.50,No Different than U.S. National Rate,16.90,24.40,223.00,
10109,PICKENS COUNTY MEDICAL CENTER,241 ROBERT K WILSON,,,CARROLLTON,AL,35447.00,PICKENS,2053678111.00,Not Available,Number of Cases Too Small,Not Available,Not Available,13.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,12.60,No Different than U.S. National Rate,9.40,16.80,55.00,,12.40,No Different than U.S. National Rate,9.50,16.00,135.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,9.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,25.50,No Different than U.S. National Rate,20.90,30.40,69.00,,17.90,No Different than U.S. National Rate,14.50,22.10,139.00,
10110,BULLOCK COUNTY HOSPITAL,102 WEST CONECUH AVENUE,,,UNION SPRINGS,AL,36089.00,BULLOCK,3347382140.00,Not Available,Number of Cases Too Small,Not Available,Not Available,2.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,12.30,No Different than U.S. National Rate,8.40,17.50,37.00,,12.10,No Different than U.S. National Rate,8.50,16.80,26.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,1.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,26.10,No Different than U.S. National Rate,20.90,31.80,39.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,24.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing
10112,BRYAN W WHITFIELD MEM HOSP INC,105 HIGHWAY 80 EAST,,,DEMOPOLIS,AL,36732.00,MARENGO,3342894000.00,Not Available,Number of Cases Too Small,Not Available,Not Available,19.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.70,No Different than U.S. National Rate,8.70,15.50,122.00,,9.10,No Different than U.S. National Rate,6.30,13.30,113.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,11.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,26.30,No Different than U.S. National Rate,21.90,31.20,161.00,,18.30,No Different than U.S. National Rate,14.60,22.70,130.00,
10113,MOBILE INFIRMARY,5 MOBILE INFIRMARY CIRCLE,,,MOBILE,AL,36652.00,MOBILE,2514354700.00,19.30,Worse than U.S. National Rate,15.60,23.40,247.00,,10.70,No Different than U.S. National Rate,8.80,12.70,798.00,,12.50,No Different than U.S. National Rate,10.50,14.90,612.00,,22.10,No Different than U.S. National Rate,18.40,26.20,246.00,,25.60,No Different than U.S. National Rate,23.30,28.00,1018.00,,20.30,No Different than U.S. National Rate,17.50,22.90,681.00,
10114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",995 9TH AVENUE SOUTHWEST,,,BESSEMER,AL,35021.00,JEFFERSON,2054817000.00,15.30,No Different than U.S. National Rate,12.10,19.10,111.00,,11.40,No Different than U.S. National Rate,8.60,14.80,187.00,,12.10,No Different than U.S. National Rate,9.50,15.60,197.00,,20.60,No Different than U.S. National Rate,16.90,24.90,92.00,,23.80,No Different than U.S. National Rate,20.20,27.90,222.00,,20.30,No Different than U.S. National Rate,16.80,24.20,206.00,
10118,VAUGHAN REG MED CENTER PARKWAY CAMPUS,1015 MEDICAL CENTER PARKWAY,,,SELMA,AL,36701.00,DALLAS,3344184100.00,14.70,No Different than U.S. National Rate,11.50,18.70,111.00,,12.00,No Different than U.S. National Rate,9.50,15.10,318.00,,14.00,No Different than U.S. National Rate,11.20,17.00,229.00,,21.20,No Different than U.S. National Rate,17.30,25.50,101.00,,28.30,No Different than U.S. National Rate,24.70,32.10,371.00,,21.10,No Different than U.S. National Rate,17.60,24.90,238.00,
10120,MONROE COUNTY HOSPITAL,2016 SOUTH ALABAMA AVENUE,,,MONROEVILLE,AL,36461.00,MONROE,2515753111.00,Not Available,Number of Cases Too Small,Not Available,Not Available,24.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,13.00,No Different than U.S. National Rate,9.60,17.20,123.00,,15.60,No Different than U.S. National Rate,11.70,20.20,167.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,22.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,26.30,No Different than U.S. National Rate,22.00,31.00,164.00,,17.20,No Different than U.S. National Rate,13.80,21.10,174.00,
